# rs (bohr), Gamma muxc > 0, Gamma muxc = 0
1.229807961592318399e+01,7.438504324738430817e-01,6.828231968042985933e-01
1.231006201240248110e+01,7.435626150916023747e-01,6.825357413413406515e-01
1.232204440888177643e+01,7.432750881030940615e-01,6.822485605364938532e-01
1.233402680536107177e+01,7.429878515083183643e-01,6.819616529592475995e-01
1.234600920184036710e+01,7.427009038767644622e-01,6.816750186096018904e-01
1.235799159831966421e+01,7.424142437779208681e-01,6.813886560570460160e-01
1.236997399479895954e+01,7.421278726422986249e-01,6.811025667320904642e-01
1.238195639127825487e+01,7.418417876088762020e-01,6.808167463432026612e-01
1.239393878775755198e+01,7.415559886776533771e-01,6.805311977514041377e-01
1.240592118423684731e+01,7.412704787096519032e-01,6.802459180956735851e-01
1.241790358071614264e+01,7.409852519828281636e-01,6.799609088065212692e-01
1.242988597719543797e+01,7.407003099276927571e-01,6.796761684534365910e-01
1.244186837367473508e+01,7.404156525442462389e-01,6.793916956059089518e-01
1.245385077015403041e+01,7.401312784019771218e-01,6.791074902639373523e-01
1.246583316663332575e+01,7.398471875008854060e-01,6.788235524275225696e-01
1.247781556311262285e+01,7.395633784104603814e-01,6.785398806661533389e-01
1.248979795959191819e+01,7.392798525612129801e-01,6.782564749798298820e-01
1.250178035607121352e+01,7.389966070921210051e-01,6.779733353685515329e-01
1.251376275255051063e+01,7.387136420031850115e-01,6.776904604018081368e-01
1.252574514902980596e+01,7.384309572944040001e-01,6.774078500795994717e-01
1.253772754550910129e+01,7.381485515352678162e-01,6.771255029714140505e-01
1.254970994198839662e+01,7.378664247257760156e-01,6.768434190772524284e-01
1.256169233846769373e+01,7.375845754354183326e-01,6.765615969666031182e-01
1.257367473494698906e+01,7.373030050947045888e-01,6.762800380699777181e-01
1.258565713142628439e+01,7.370217108426138086e-01,6.759987409568646299e-01
1.259763952790558150e+01,7.367406926791453259e-01,6.757177041967533659e-01
1.260962192438487683e+01,7.364599506042994737e-01,6.754369292201546360e-01
1.262160432086417217e+01,7.361794846180761409e-01,6.751564131660465762e-01
1.263358671734346927e+01,7.358992932899646178e-01,6.748761574649400075e-01
1.264556911382276461e+01,7.356193751894535282e-01,6.745961592558131770e-01
1.265755151030205994e+01,7.353397303165429832e-01,6.743164199691766836e-01
1.266953390678135527e+01,7.350603586712330939e-01,6.740369396050310824e-01
1.268151630326065238e+01,7.347812602535237492e-01,6.737577153023537324e-01
1.269349869973994771e+01,7.345024336329040171e-01,6.734787470611454108e-01
1.270548109621924304e+01,7.342238773788627437e-01,6.732000363119162722e-01
1.271746349269854015e+01,7.339455929219109720e-01,6.729215816241559400e-01
1.272944588917783548e+01,7.336675774010270601e-01,6.726433815673532601e-01
1.274142828565713081e+01,7.333898308162104529e-01,6.723654347109970786e-01
1.275341068213642792e+01,7.331123545979729705e-01,6.720877439161094813e-01
1.276539307861572325e+01,7.328351473158024598e-01,6.718103063216687154e-01
1.277737547509501859e+01,7.325582061086777230e-01,6.715331219276742258e-01
1.278935787157431392e+01,7.322815338376207350e-01,6.712561893036156357e-01
1.280134026805361103e+01,7.320051276416090769e-01,6.709795084494923900e-01
1.281332266453290636e+01,7.317289875206431926e-01,6.707030807958158647e-01
1.282530506101220169e+01,7.314531134747227492e-01,6.704269034815641959e-01
1.283728745749149880e+01,7.311775026428261048e-01,6.701509765067366065e-01
1.284926985397079413e+01,7.309021578859746793e-01,6.698752984408231637e-01
1.286125225045008946e+01,7.306270777736583177e-01,6.695998707143340223e-01
1.287323464692938479e+01,7.303522608753650891e-01,6.693246933272695154e-01
1.288521704340868190e+01,7.300777057605847276e-01,6.690497634186074460e-01
1.289719943988797723e+01,7.298034138598278320e-01,6.687750809883483694e-01
1.290918183636727257e+01,7.295293837425838035e-01,6.685006460364917302e-01
1.292116423284656967e+01,7.292556139783409330e-01,6.682264585630377507e-01
1.293314662932586501e+01,7.289821059976110407e-01,6.679525171374753878e-01
1.294512902580516034e+01,7.287088583698824173e-01,6.676788217598045305e-01
1.295711142228445745e+01,7.284358696646446862e-01,6.674053724300255119e-01
1.296909381876375278e+01,7.281631398818972922e-01,6.671321677176267340e-01
1.298107621524304811e+01,7.278906690216405684e-01,6.668592076226090848e-01
1.299305861172234344e+01,7.276184570838747367e-01,6.665864921449717873e-01
1.300504100820164055e+01,7.273465026380881993e-01,6.663140184236930885e-01
1.301702340468093588e+01,7.270748042537702460e-01,6.660417893197951855e-01
1.302900580116023121e+01,7.268033633614320310e-01,6.657698019722556593e-01
1.304098819763952832e+01,7.265321771000512463e-01,6.654980563810750649e-01
1.305297059411882366e+01,7.262612469001390458e-01,6.652265525462526252e-01
1.306495299059811899e+01,7.259905713311847197e-01,6.649552890372782965e-01
1.307693538707741610e+01,7.257201518236989779e-01,6.646842672846622335e-01
1.308891778355671143e+01,7.254499840861488025e-01,6.644134844273827945e-01
1.310090018003600676e+01,7.251800709795559463e-01,6.641429418959514663e-01
1.311288257651530209e+01,7.249104110734100326e-01,6.638726382598562070e-01
1.312486497299459920e+01,7.246410029371994632e-01,6.636025720885869728e-01
1.313684736947389453e+01,7.243718465709247933e-01,6.633327448126540293e-01
1.314882976595318986e+01,7.241029405440744249e-01,6.630631564320579319e-01
1.316081216243248697e+01,7.238342862871598449e-01,6.627938040857762614e-01
1.317279455891178230e+01,7.235658823696698994e-01,6.625246877738093509e-01
1.318477695539107764e+01,7.232977287916044773e-01,6.622558089266681325e-01
1.319675935187037297e+01,7.230298241224528688e-01,6.619871646833304091e-01
1.320874174834967008e+01,7.227621683622145188e-01,6.617187564743074457e-01
1.322072414482896541e+01,7.224947600803790504e-01,6.614505828690880884e-01
1.323270654130826074e+01,7.222276007074568405e-01,6.611826438676726703e-01
1.324468893778755785e+01,7.219606873824266913e-01,6.609149394700601921e-01
1.325667133426685318e+01,7.216940215357989796e-01,6.606474668152297891e-01
1.326865373074614851e+01,7.214276031675739276e-01,6.603802287642029922e-01
1.328063612722544562e+01,7.211614294167294492e-01,6.601132224559578265e-01
1.329261852370474095e+01,7.208955017137764765e-01,6.598464478904945141e-01
1.330460092018403628e+01,7.206298171976932565e-01,6.595799050678126108e-01
1.331658331666333162e+01,7.203643787295015422e-01,6.593135939879122276e-01
1.332856571314262872e+01,7.200991834481795806e-01,6.590475132202825437e-01
1.334054810962192406e+01,7.198342313537273718e-01,6.587816627649236700e-01
1.335253050610121939e+01,7.195695224461444717e-01,6.585160411913242307e-01
1.336451290258051650e+01,7.193050567254313243e-01,6.582506499299956015e-01
1.337649529905981183e+01,7.190408327610769978e-01,6.579854875504265177e-01
1.338847769553910716e+01,7.187768491225701162e-01,6.577205526221061582e-01
1.340046009201840427e+01,7.185131072404218333e-01,6.574558465755453440e-01
1.341244248849769960e+01,7.182496056841211063e-01,6.571913679802331432e-01
1.342442488497699493e+01,7.179863444536682682e-01,6.569271168361698887e-01
1.343640728145629026e+01,7.177233221185517209e-01,6.566630917128437606e-01
1.344838967793558737e+01,7.174605386787720196e-01,6.563992926102557579e-01
1.346037207441488270e+01,7.171979941343289422e-01,6.561357195284051036e-01
1.347235447089417804e+01,7.169356884852224887e-01,6.558723724672923527e-01
1.348433686737347514e+01,7.166736203009413941e-01,6.556092492811506078e-01
1.349631926385277048e+01,7.164117895814863246e-01,6.553463506852357234e-01
1.350830166033206581e+01,7.161501948963455710e-01,6.550836759642917340e-01
1.352028405681136114e+01,7.158888362455195775e-01,6.548212258335741609e-01
1.353226645329065825e+01,7.156277136290084551e-01,6.545589974320618065e-01
1.354424884976995358e+01,7.153668256163003836e-01,6.542969936207756465e-01
1.355623124624924891e+01,7.151061736379074052e-01,6.540352101081832181e-01
1.356821364272854602e+01,7.148457562633180329e-01,6.537736497553068293e-01
1.358019603920784135e+01,7.145855720620211127e-01,6.535123097011237281e-01
1.359217843568713668e+01,7.143256224645281316e-01,6.532511913761454014e-01
1.360416083216643379e+01,7.140659046098163376e-01,6.529902933498608064e-01
1.361614322864572912e+01,7.138064199283977729e-01,6.527296156222694989e-01
1.362812562512502446e+01,7.135471669897603952e-01,6.524691581933723672e-01
1.364010802160431979e+01,7.132881457939046488e-01,6.522089182021464371e-01
1.365209041808361690e+01,7.130293563408308666e-01,6.519488985096144607e-01
1.366407281456291223e+01,7.127707972000273395e-01,6.516890976852651729e-01
1.367605521104220756e+01,7.125124683714947338e-01,6.514295142985870868e-01
1.368803760752150467e+01,7.122543698552326052e-01,6.511701483495813125e-01
1.370002000400080000e+01,7.119965002207302440e-01,6.509109998382469620e-01
1.371200240048009533e+01,7.117388594679874281e-01,6.506520673340729921e-01
1.372398479695939244e+01,7.114814475970043794e-01,6.503933515523154796e-01
1.373596719343868777e+01,7.112242646077808761e-01,6.501348517777184588e-01
1.374794958991798310e+01,7.109673076392950541e-01,6.498765672950268524e-01
1.375993198639727844e+01,7.107105795525687775e-01,6.496184988194957377e-01
1.377191438287657554e+01,7.104540774865801822e-01,6.493606434901031399e-01
1.378389677935587088e+01,7.101978014413294904e-01,6.491030041678715889e-01
1.379587917583516621e+01,7.099417514168160359e-01,6.488455779917782218e-01
1.380786157231446332e+01,7.096859274130407069e-01,6.485883649618238156e-01
1.381984396879375865e+01,7.094303279994916833e-01,6.483313650780080373e-01
1.383182636527305398e+01,7.091749546066801191e-01,6.480745783403308868e-01
1.384380876175235109e+01,7.089198029430736625e-01,6.478180033182816544e-01
1.385579115823164642e+01,7.086648773002046653e-01,6.475616400118597848e-01
1.386777355471094175e+01,7.084101733865402206e-01,6.473054884210656112e-01
1.387975595119023708e+01,7.081556926325915935e-01,6.470495485458994667e-01
1.389173834766953419e+01,7.079014350383585619e-01,6.467938189558496420e-01
1.390372074414882952e+01,7.076473991733305269e-01,6.465382996509163593e-01
1.391570314062812486e+01,7.073935850375063783e-01,6.462829892005892418e-01
1.392768553710742196e+01,7.071399912003764054e-01,6.460278890353782222e-01
1.393966793358671730e+01,7.068866190924512072e-01,6.457729977247732567e-01
1.395165033006601263e+01,7.066334672832192965e-01,6.455183152687737902e-01
1.396363272654530796e+01,7.063805357726812284e-01,6.452638402368693349e-01
1.397561512302460507e+01,7.061278231303258490e-01,6.450095740595702676e-01
1.398759751950390040e+01,7.058753293561530473e-01,6.447555153063659894e-01
1.399957991598319573e+01,7.056230544501629343e-01,6.445016639772562783e-01
1.401156231246249284e+01,7.053709984123555099e-01,6.442480186417302024e-01
1.402354470894178817e+01,7.051191598122197313e-01,6.439945792997878726e-01
1.403552710542108350e+01,7.048675386497553763e-01,6.437413459514291780e-01
1.404750950190038061e+01,7.046161349249628891e-01,6.434883185966542296e-01
1.405949189837967594e+01,7.043649472073312268e-01,6.432354972354631384e-01
1.407147429485897128e+01,7.041139754968599451e-01,6.429828790068334854e-01
1.408345669133826661e+01,7.038632197935493773e-01,6.427304653412764246e-01
1.409543908781756372e+01,7.036126800973995232e-01,6.424782562387924001e-01
1.410742148429685905e+01,7.033623549778995621e-01,6.422262516993806347e-01
1.411940388077615438e+01,7.031122444350490497e-01,6.419744488620200418e-01
1.413138627725545149e+01,7.028623484688479861e-01,6.417228491572208871e-01
1.414336867373474682e+01,7.026126656487861055e-01,6.414714525849836146e-01
1.415535107021404215e+01,7.023631959748624087e-01,6.412202577147965155e-01
1.416733346669333926e+01,7.021139401623331944e-01,6.409692645466603667e-01
1.417931586317263459e+01,7.018648960654316760e-01,6.407184730805749462e-01
1.419129825965192992e+01,7.016160658299239739e-01,6.404678818860291001e-01
1.420328065613122526e+01,7.013674458795333688e-01,6.402174909630232724e-01
1.421526305261052237e+01,7.011190376447702377e-01,6.399673017420679511e-01
1.422724544908981770e+01,7.008708396951237596e-01,6.397173113621408280e-01
1.423922784556911303e+01,7.006228534611049774e-01,6.394675212537541675e-01
1.425121024204841014e+01,7.003750775122026262e-01,6.392179285558847734e-01
1.426319263852770547e+01,7.001275104179061071e-01,6.389685361295549537e-01
1.427517503500700080e+01,6.998801536087266850e-01,6.387193425442542205e-01
1.428715743148629791e+01,6.996330056541522069e-01,6.384703449389601548e-01
1.429913982796559324e+01,6.993860665541840049e-01,6.382215461746942875e-01
1.431112222444488857e+01,6.991393348783103701e-01,6.379729448209466858e-01
1.432310462092418391e+01,6.988928120570421232e-01,6.377245408777165725e-01
1.433508701740348101e+01,6.986464952293577335e-01,6.374763329144927937e-01
1.434706941388277635e+01,6.984003872562791759e-01,6.372283209312763486e-01
1.435905181036207168e+01,6.981544852767839204e-01,6.369805049280662379e-01
1.437103420684136879e+01,6.979087892908726332e-01,6.367328841896072733e-01
1.438301660332066412e+01,6.976632992985449810e-01,6.364854587158995658e-01
1.439499899979995945e+01,6.974180152998009641e-01,6.362382285069432264e-01
1.440698139627925478e+01,6.971729372946405823e-01,6.359911921322269901e-01
1.441896379275855189e+01,6.969280624220418607e-01,6.357443488764955575e-01
1.443094618923784722e+01,6.966833935430269964e-01,6.354977008855150489e-01
1.444292858571714255e+01,6.964389277965735703e-01,6.352512460135193439e-01
1.445491098219643966e+01,6.961946658979374369e-01,6.350049835452529212e-01
1.446689337867573499e+01,6.959506071318632969e-01,6.347589141959708581e-01
1.447887577515503033e+01,6.957067522136057836e-01,6.345130365351628887e-01
1.449085817163432743e+01,6.954630989973993316e-01,6.342673505628286801e-01
1.450284056811362277e+01,6.952196474832434969e-01,6.340218562789677881e-01
1.451482296459291810e+01,6.949763991016493225e-01,6.337765536835806568e-01
1.452680536107221343e+01,6.947333517068502440e-01,6.335314427766676193e-01
1.453878775755151054e+01,6.944905060141018938e-01,6.332865206972060346e-01
1.455077015403080587e+01,6.942478598776380405e-01,6.330417903062180995e-01
1.456275255051010120e+01,6.940054140127133175e-01,6.327972487426818393e-01
1.457473494698939831e+01,6.937631698498396560e-01,6.325528960065975870e-01
1.458671734346869364e+01,6.935211230974837049e-01,6.323087335284756083e-01
1.459869973994798897e+01,6.932792773319226276e-01,6.320647598778057485e-01
1.461068213642728608e+01,6.930376304073904148e-01,6.318209750545874526e-01
1.462266453290658141e+01,6.927961816086314339e-01,6.315773776283095664e-01
1.463464692938587675e+01,6.925549302203903856e-01,6.313339675989728672e-01
1.464662932586517208e+01,6.923138776731776467e-01,6.310907449665766888e-01
1.465861172234446919e+01,6.920730225364828403e-01,6.308477097311211423e-01
1.467059411882376452e+01,6.918323633797944794e-01,6.306048618926061167e-01
1.468257651530305985e+01,6.915919023488794615e-01,6.303622000205213460e-01
1.469455891178235696e+01,6.913516372979711111e-01,6.301197241148657202e-01
1.470654130826165229e+01,6.911115682270696503e-01,6.298774341756401274e-01
1.471852370474094762e+01,6.908716951361746350e-01,6.296353294875888240e-01
1.473050610122024295e+01,6.906320173100308768e-01,6.293934100507112550e-01
1.474248849769954006e+01,6.903925340333829652e-01,6.291516751497527871e-01
1.475447089417883539e+01,6.901532453062304562e-01,6.289101240694574546e-01
1.476645329065813073e+01,6.899141511285737938e-01,6.286687582403364116e-01
1.477843568713742783e+01,6.896752515004127559e-01,6.284275755166230937e-01
1.479041808361672317e+01,6.894365449912367438e-01,6.281865766135726892e-01
1.480240048009601850e+01,6.891980316010450913e-01,6.279457608159303428e-01
1.481438287657531561e+01,6.889597113298382425e-01,6.277051274084401999e-01
1.482636527305461094e+01,6.887215827471051544e-01,6.274646756758466282e-01
1.483834766953390627e+01,6.884836472833565368e-01,6.272244070486607814e-01
1.485033006601320160e+01,6.882459035080819021e-01,6.269843200963716168e-01
1.486231246249249871e+01,6.880083514212806950e-01,6.267444148189793562e-01
1.487429485897179404e+01,6.877709895924424277e-01,6.265046897859725128e-01
1.488627725545108937e+01,6.875338194520779211e-01,6.262651464278623514e-01
1.489825965193038648e+01,6.872968395696759103e-01,6.260257833141384953e-01
1.491024204840968181e+01,6.870600499452366172e-01,6.257866004447996122e-01
1.492222444488897715e+01,6.868234505787600419e-01,6.255475978198470344e-01
1.493420684136827425e+01,6.865870400397353635e-01,6.253087740087689417e-01
1.494618923784756959e+01,6.863508190434175482e-01,6.250701290115656672e-01
1.495817163432686492e+01,6.861147868745516298e-01,6.248316642587478098e-01
1.497015403080616025e+01,6.858789428178819758e-01,6.245933768892939497e-01
1.498213642728545736e+01,6.856432875886638856e-01,6.243552683337147968e-01
1.499411882376475269e+01,6.854078190411310167e-01,6.241173378767549407e-01
1.500610122024404802e+01,6.851725386057944123e-01,6.238795848031588598e-01
1.501808361672334513e+01,6.849374448521431402e-01,6.236420083976709217e-01
1.503006601320264046e+01,6.847025392106880215e-01,6.234046100908019472e-01
1.504204840968193579e+01,6.844678181051515597e-01,6.231673877367858161e-01
1.505403080616123113e+01,6.842332843965558409e-01,6.229303420508780498e-01
1.506601320264052823e+01,6.839989366543899330e-01,6.226934723178230158e-01
1.507799559911982357e+01,6.837647734481426820e-01,6.224567785376204920e-01
1.508997799559911890e+01,6.835307962083247979e-01,6.222202599950154012e-01
1.510196039207841601e+01,6.832970035044260149e-01,6.219839166900074101e-01
1.511394278855771134e+01,6.830633960517011882e-01,6.217477486225966299e-01
1.512592518503700667e+01,6.828299717043841977e-01,6.215117543622721286e-01
1.513790758151630378e+01,6.825967326082413855e-01,6.212759346242896497e-01
1.514988997799559911e+01,6.823636751869954775e-01,6.210402879781375951e-01
1.516187237447489444e+01,6.821308023016681155e-01,6.208048158543270079e-01
1.517385477095418977e+01,6.818981125217483674e-01,6.205695168223475111e-01
1.518583716743348688e+01,6.816656044167255235e-01,6.203343908821987718e-01
1.519781956391278221e+01,6.814332794171104046e-01,6.200994373186252684e-01
1.520980196039207755e+01,6.812011360923920789e-01,6.198646568468821894e-01
1.522178435687137465e+01,6.809691730120590591e-01,6.196300473212035254e-01
1.523376675335066999e+01,6.807373930371340975e-01,6.193956101721003193e-01
1.524574914982996532e+01,6.805057933065948861e-01,6.191613446843167168e-01
1.525773154630926243e+01,6.802743745356967242e-01,6.189272501425970852e-01
1.526971394278855776e+01,6.800431360091840904e-01,6.186933265469419796e-01
1.528169633926785309e+01,6.798120770118021294e-01,6.184595731820954345e-01
1.529367873574714842e+01,6.795811989740613290e-01,6.182259907633131935e-01
1.530566113222644553e+01,6.793504997501949028e-01,6.179925778600842134e-01
1.531764352870574086e+01,6.791199793402034057e-01,6.177593351876642380e-01
1.532962592518503619e+01,6.788896377440867269e-01,6.175262606002860366e-01
1.534160832166433330e+01,6.786594756770999437e-01,6.172933562437166177e-01
1.535359071814362864e+01,6.784294909934771578e-01,6.170606206874451605e-01
1.536557311462292397e+01,6.781996836932182582e-01,6.168280539314714428e-01
1.537755551110222108e+01,6.779700544915782112e-01,6.165956545452843107e-01
1.538953790758151641e+01,6.777406026733023836e-01,6.163634232441393968e-01
1.540152030406081174e+01,6.775113275231341436e-01,6.161313593127814014e-01
1.541350270054010707e+01,6.772822297563301230e-01,6.158994634664656243e-01
1.542548509701940418e+01,6.770533072271229802e-01,6.156677349899364327e-01
1.543746749349869951e+01,6.768245613660243132e-01,6.154361724526828947e-01
1.544944988997799484e+01,6.765959907425227460e-01,6.152047758547054546e-01
1.546143228645729195e+01,6.763675967871293215e-01,6.149735466265144890e-01
1.547341468293658728e+01,6.761393766388222870e-01,6.147424833375993991e-01
1.548539707941588262e+01,6.759113324433679848e-01,6.145115845574486979e-01
1.549737947589517795e+01,6.756834620549998505e-01,6.142808517165740945e-01
1.550936187237447506e+01,6.754557661889734055e-01,6.140502848149751447e-01
1.552134426885377039e+01,6.752282434147778289e-01,6.138198809916302068e-01
1.553332666533306572e+01,6.750008951629238307e-01,6.135896431075607005e-01
1.554530906181236283e+01,6.747737200029007010e-01,6.133595683017447620e-01
1.555729145829165816e+01,6.745467179347082176e-01,6.131296580046941003e-01
1.556927385477095349e+01,6.743198889583461586e-01,6.128999115011523058e-01
1.558125625125025060e+01,6.740932323585597796e-01,6.126703280758643011e-01
1.559323864772954593e+01,6.738667474200930041e-01,6.124409084440856077e-01
1.560522104420884126e+01,6.736404348582014645e-01,6.122116504600496611e-01
1.561720344068813660e+01,6.734142939576297504e-01,6.119825555542675044e-01
1.562918583716743370e+01,6.731883240031221183e-01,6.117536222962280945e-01
1.564116823364672904e+01,6.729625249946786791e-01,6.115248521164420303e-01
1.565315063012602437e+01,6.727368969322996550e-01,6.112962428691436356e-01
1.566513302660532148e+01,6.725114398159846019e-01,6.110677952695879878e-01
1.567711542308461681e+01,6.722861514999676213e-01,6.108395086025195653e-01
1.568909781956391214e+01,6.720610334147589793e-01,6.106113828679383682e-01
1.570108021604320925e+01,6.718360855603593418e-01,6.103834180658441744e-01
1.571306261252250458e+01,6.716113065062576659e-01,6.101556127657263850e-01
1.572504500900179991e+01,6.713866969677088070e-01,6.099279683980960431e-01
1.573702740548109524e+01,6.711622555142022772e-01,6.097004835324418837e-01
1.574900980196039235e+01,6.709379828609934870e-01,6.094731574535083851e-01
1.576099219843968768e+01,6.707138782928270260e-01,6.092459915918065905e-01
1.577297459491898302e+01,6.704899410944473725e-01,6.090189845168255678e-01
1.578495699139828012e+01,6.702661719811098262e-01,6.087921355133099066e-01
1.579693938787757546e+01,6.700425695223035660e-01,6.085654452965150174e-01
1.580892178435687079e+01,6.698191351485395240e-01,6.083389131511852677e-01
1.582090418083616790e+01,6.695958667140512466e-01,6.081125390773206574e-01
1.583288657731546323e+01,6.693727642188387339e-01,6.078863223596659981e-01
1.584486897379475856e+01,6.691498290934128068e-01,6.076602629982210679e-01
1.585685137027405389e+01,6.689270591920072340e-01,6.074343609929859777e-01
1.586883376675335100e+01,6.687044552298773148e-01,6.072086156287049841e-01
1.588081616323264633e+01,6.684820164917677499e-01,6.069830269053784200e-01
1.589279855971194166e+01,6.682597422624230177e-01,6.067575941077503199e-01
1.590478095619123877e+01,6.680376332570984177e-01,6.065323172358212389e-01
1.591676335267053410e+01,6.678156887605386505e-01,6.063071970048462545e-01
1.592874574914982944e+01,6.675939080574879725e-01,6.060822312690590241e-01
1.594072814562912477e+01,6.673722918632020162e-01,6.058574214589708129e-01
1.595271054210842188e+01,6.671508387471696278e-01,6.056327661440701338e-01
1.596469293858771721e+01,6.669295501399024051e-01,6.054082660396128412e-01
1.597667533506701254e+01,6.667084231803779293e-01,6.051839204303430808e-01
1.598865773154630965e+01,6.664874607296179532e-01,6.049597278857501426e-01
1.600064012802560498e+01,6.662666599266007239e-01,6.047356905516005909e-01
1.601262252450490209e+01,6.660460222018378396e-01,6.045118062821277505e-01
1.602460492098419920e+01,6.658255454095615145e-01,6.042880757925873647e-01
1.603658731746349275e+01,6.656052302650279362e-01,6.040644983677234681e-01
1.604856971394278986e+01,6.653850774834928483e-01,6.038410732922807611e-01
1.606055211042208342e+01,6.651650849191894643e-01,6.036178012815149874e-01
1.607253450690138052e+01,6.649452540026288272e-01,6.033946816201705143e-01
1.608451690338067763e+01,6.647255833032998940e-01,6.031717135929917095e-01
1.609649929985997119e+01,6.645060728212026646e-01,6.029488986304898379e-01
1.610848169633926830e+01,6.642867232715928827e-01,6.027262338716425916e-01
1.612046409281856540e+01,6.640675332239590611e-01,6.025037221774719454e-01
1.613244648929786251e+01,6.638485026783017551e-01,6.022813606869561465e-01
1.614442888577715607e+01,6.636296316346206314e-01,6.020591494000953059e-01
1.615641128225645318e+01,6.634109193776602797e-01,6.018370897474003556e-01
1.616839367873575029e+01,6.631923659074208111e-01,6.016151802983599195e-01
1.618037607521504384e+01,6.629739719391573027e-01,6.013934203377186982e-01
1.619235847169434095e+01,6.627557353271036344e-01,6.011718105807322132e-01
1.620434086817363806e+01,6.625376567865153277e-01,6.009503503121451651e-01
1.621632326465293161e+01,6.623197370326476818e-01,6.007290402472127422e-01
1.622830566113222872e+01,6.621019732044788331e-01,6.005078782401687132e-01
1.624028805761152228e+01,6.618843681630306452e-01,6.002868650062683775e-01
1.625227045409081938e+01,6.616669190472810325e-01,6.000660012607674787e-01
1.626425285057011649e+01,6.614496272877415928e-01,5.998452855731547517e-01
1.627623524704941005e+01,6.612324914539009502e-01,5.996247179434303076e-01
1.628821764352870716e+01,6.610155129762697035e-01,5.994042983715939243e-01
1.630020004000800427e+01,6.607986889938264330e-01,5.991840268576459350e-01
1.631218243648729782e+01,6.605820223675927805e-01,5.989639019710751855e-01
1.632416483296659493e+01,6.603655102365468821e-01,5.987439244271375305e-01
1.633614722944589204e+01,6.601491526006888488e-01,5.985240935105766713e-01
1.634812962592518559e+01,6.599329508905295016e-01,5.983044099366487956e-01
1.636011202240448270e+01,6.597169036755581306e-01,5.980848722748426383e-01
1.637209441888377981e+01,6.595010116710299242e-01,5.978654812404139429e-01
1.638407681536307337e+01,6.592852727311782068e-01,5.976462361181068550e-01
1.639605921184237047e+01,6.590696890017699872e-01,5.974271361926660751e-01
1.640804160832166758e+01,6.588542583370384786e-01,5.972081821793471246e-01
1.642002400480096114e+01,6.586389807369839033e-01,5.969893726476387386e-01
1.643200640128025825e+01,6.584238562016059282e-01,5.967707090280521820e-01
1.644398879775955180e+01,6.582088861614154851e-01,5.965521898900766340e-01
1.645597119423884891e+01,6.579940677553911543e-01,5.963338152337116504e-01
1.646795359071814602e+01,6.577794009835324918e-01,5.961155850589576755e-01
1.647993598719743957e+01,6.575648879916059508e-01,5.958974986505588545e-01
1.649191838367673668e+01,6.573505266338455222e-01,5.956795560085150765e-01
1.650390078015603379e+01,6.571363161949949072e-01,5.954617571328266745e-01
1.651588317663532735e+01,6.569222573903104045e-01,5.952441013082382382e-01
1.652786557311462445e+01,6.567083509350468695e-01,5.950265885347494343e-01
1.653984796959392156e+01,6.564945946834384038e-01,5.948092195276160066e-01
1.655183036607321512e+01,6.562809893507399739e-01,5.945919921410713904e-01
1.656381276255251223e+01,6.560675342216963912e-01,5.943749078056264068e-01
1.657579515903180933e+01,6.558542292963075448e-01,5.941579650907702348e-01
1.658777755551110289e+01,6.556410752898290673e-01,5.939411639965027634e-01
1.659975995199040000e+01,6.554280700564942830e-01,5.937245059533353686e-01
1.661174234846969711e+01,6.552152157420696454e-01,5.935079881002454094e-01
1.662372474494899066e+01,6.550025094855335128e-01,5.932916118677444839e-01
1.663570714142828777e+01,6.547899527173964840e-01,5.930753772558321479e-01
1.664768953790758133e+01,6.545775447224031485e-01,5.928592828339978027e-01
1.665967193438687843e+01,6.543652855005539504e-01,5.926433286022410041e-01
1.667165433086617554e+01,6.541531743365927021e-01,5.924275152758178287e-01
1.668363672734546910e+01,6.539412112305198477e-01,5.922118421394718668e-01
1.669561912382476621e+01,6.537293968975905756e-01,5.919963084779487072e-01
1.670760152030406331e+01,6.535177299072941759e-01,5.917809150065029833e-01
1.671958391678335687e+01,6.533062095443751272e-01,5.915656602946242071e-01
1.673156631326265398e+01,6.530948365240888398e-01,5.913505450575680111e-01
1.674354870974195109e+01,6.528836115616907243e-01,5.911355685800782078e-01
1.675553110622124464e+01,6.526725325114145493e-01,5.909207315774106517e-01
1.676751350270054175e+01,6.524615993732600927e-01,5.907060319037991114e-01
1.677949589917983886e+01,6.522508135777382865e-01,5.904914717050094852e-01
1.679147829565913241e+01,6.520401729790828993e-01,5.902770488352759859e-01
1.680346069213842952e+01,6.518296782925490085e-01,5.900627640098539128e-01
1.681544308861772663e+01,6.516193302333928017e-01,5.898486165134873005e-01
1.682742548509702019e+01,6.514091266558472704e-01,5.896346070614322254e-01
1.683940788157631729e+01,6.511990675599119704e-01,5.894207349384326111e-01
1.685139027805561440e+01,6.509891543760990551e-01,5.892069987139778586e-01
1.686337267453490796e+01,6.507793856738968152e-01,5.889933998185790109e-01
1.687535507101420507e+01,6.505697607380497294e-01,5.887799375369807686e-01
1.688733746749349862e+01,6.503602802838135410e-01,5.885666111539268330e-01
1.689931986397279573e+01,6.501509435959325067e-01,5.883534213846733918e-01
1.691130226045209284e+01,6.499417513896621479e-01,5.881403675139645904e-01
1.692328465693138639e+01,6.497327022344918657e-01,5.879274488265453513e-01
1.693526705341068350e+01,6.495237961304209939e-01,5.877146660376706411e-01
