# omega, re fxc dimensionless
2.183444460446044388e+01,1.380028203968117206e-02
2.184444659465946614e+01,1.379158968398232731e-02
2.185444858485848485e+01,1.378290647766332658e-02
2.186445057505750356e+01,1.377423240717933622e-02
2.187445256525652582e+01,1.376556745901141507e-02
2.188445455545554452e+01,1.375691161966643636e-02
2.189445654565456323e+01,1.374826487567701490e-02
2.190445853585358549e+01,1.373962721360147757e-02
2.191446052605260419e+01,1.373099862002378178e-02
2.192446251625162290e+01,1.372237908155346346e-02
2.193446450645064516e+01,1.371376858482556416e-02
2.194446649664966387e+01,1.370516711650059116e-02
2.195446848684868257e+01,1.369657466326444639e-02
2.196447047704770483e+01,1.368799121182837433e-02
2.197447246724672354e+01,1.367941674892889439e-02
2.198447445744574225e+01,1.367085126132774539e-02
2.199447644764476451e+01,1.366229473581181963e-02
2.200447843784378321e+01,1.365374715919312823e-02
2.201448042804280192e+01,1.364520851830871608e-02
2.202448241824182418e+01,1.363667880002061156e-02
2.203448440844084288e+01,1.362815799121578665e-02
2.204448639863986159e+01,1.361964607880605457e-02
2.205448838883888385e+01,1.361114304972805764e-02
2.206449037903790256e+01,1.360264889094320480e-02
2.207449236923692126e+01,1.359416358943757973e-02
2.208449435943594352e+01,1.358568713222190957e-02
2.209449634963496223e+01,1.357721950633151466e-02
2.210449833983398449e+01,1.356876069882622868e-02
2.211450033003300319e+01,1.356031069679035882e-02
2.212450232023202190e+01,1.355186948733262502e-02
2.213450431043104416e+01,1.354343705758609580e-02
2.214450630063006287e+01,1.353501339470814836e-02
2.215450829082908157e+01,1.352659848588038879e-02
2.216451028102810383e+01,1.351819231830862431e-02
2.217451227122712254e+01,1.350979487922278170e-02
2.218451426142614125e+01,1.350140615587686575e-02
2.219451625162516351e+01,1.349302613554890021e-02
2.220451824182418221e+01,1.348465480554087055e-02
2.221452023202320092e+01,1.347629215317867717e-02
2.222452222222222318e+01,1.346793816581205727e-02
2.223452421242124188e+01,1.345959283081456410e-02
2.224452620262026059e+01,1.345125613558348712e-02
2.225452819281928285e+01,1.344292806753979649e-02
2.226453018301830156e+01,1.343460861412810667e-02
2.227453217321732026e+01,1.342629776281661046e-02
2.228453416341634252e+01,1.341799550109702005e-02
2.229453615361536123e+01,1.340970181648451845e-02
2.230453814381437994e+01,1.340141669651771263e-02
2.231454013401340220e+01,1.339314012875855893e-02
2.232454212421242090e+01,1.338487210079234054e-02
2.233454411441143961e+01,1.337661260022758938e-02
2.234454610461046187e+01,1.336836161469602720e-02
2.235454809480948057e+01,1.336011913185255161e-02
2.236455008500849928e+01,1.335188513937513206e-02
2.237455207520752154e+01,1.334365962496478035e-02
2.238455406540654025e+01,1.333544257634552456e-02
2.239455605560555895e+01,1.332723398126431022e-02
2.240455804580458121e+01,1.331903382749096212e-02
2.241456003600359992e+01,1.331084210281815658e-02
2.242456202620261863e+01,1.330265879506133640e-02
2.243456401640164088e+01,1.329448389205867449e-02
2.244456600660065959e+01,1.328631738167103046e-02
2.245456799679967830e+01,1.327815925178187258e-02
2.246456998699870056e+01,1.327000949029725173e-02
2.247457197719771926e+01,1.326186808514574073e-02
2.248457396739673797e+01,1.325373502427838572e-02
2.249457595759576023e+01,1.324561029566862988e-02
2.250457794779477894e+01,1.323749388731231165e-02
2.251457993799379764e+01,1.322938578722757455e-02
2.252458192819281990e+01,1.322128598345481860e-02
2.253458391839183861e+01,1.321319446405667432e-02
2.254458590859085731e+01,1.320511121711792635e-02
2.255458789878987957e+01,1.319703623074547881e-02
2.256458988898889828e+01,1.318896949306829804e-02
2.257459187918791699e+01,1.318091099223735532e-02
2.258459386938693925e+01,1.317286071642560265e-02
2.259459585958595795e+01,1.316481865382789287e-02
2.260459784978497666e+01,1.315678479266094505e-02
2.261459983998399892e+01,1.314875912116329065e-02
2.262460183018301763e+01,1.314074162759523191e-02
2.263460382038203633e+01,1.313273230023878288e-02
2.264460581058105859e+01,1.312473112739761215e-02
2.265460780078007730e+01,1.311673809739702726e-02
2.266460979097909600e+01,1.310875319858389315e-02
2.267461178117811826e+01,1.310077641932658535e-02
2.268461377137713697e+01,1.309280774801496912e-02
2.269461576157615568e+01,1.308484717306031622e-02
2.270461775177517794e+01,1.307689468289526674e-02
2.271461974197419664e+01,1.306895026597380306e-02
2.272462173217321535e+01,1.306101391077117875e-02
2.273462372237223761e+01,1.305308560578386824e-02
2.274462571257125632e+01,1.304516533952953909e-02
2.275462770277027502e+01,1.303725310054697217e-02
2.276462969296929728e+01,1.302934887739606515e-02
2.277463168316831599e+01,1.302145265865772492e-02
2.278463367336733469e+01,1.301356443293386067e-02
2.279463566356635695e+01,1.300568418884731972e-02
2.280463765376537566e+01,1.299781191504185800e-02
2.281463964396439437e+01,1.298994760018206546e-02
2.282464163416341663e+01,1.298209123295334180e-02
2.283464362436243533e+01,1.297424280206184270e-02
2.284464561456145404e+01,1.296640229623442428e-02
2.285464760476047630e+01,1.295856970421861362e-02
2.286464959495949500e+01,1.295074501478255154e-02
2.287465158515851371e+01,1.294292821671495265e-02
2.288465357535753597e+01,1.293511929882503603e-02
2.289465556555655468e+01,1.292731824994252342e-02
2.290465755575557338e+01,1.291952505891755254e-02
2.291465954595459564e+01,1.291173971462064064e-02
2.292466153615361435e+01,1.290396220594266542e-02
2.293466352635263306e+01,1.289619252179478003e-02
2.294466551655165532e+01,1.288843065110839570e-02
2.295466750675067402e+01,1.288067658283512627e-02
2.296466949694969273e+01,1.287293030594673614e-02
2.297467148714871499e+01,1.286519180943511247e-02
2.298467347734773369e+01,1.285746108231220972e-02
2.299467546754675240e+01,1.284973811361000105e-02
2.300467745774577466e+01,1.284202289238043845e-02
2.301467944794479337e+01,1.283431540769541107e-02
2.302468143814381207e+01,1.282661564864669146e-02
2.303468342834283433e+01,1.281892360434591129e-02
2.304468541854185304e+01,1.281123926392448847e-02
2.305468740874087175e+01,1.280356261653360465e-02
2.306468939893989401e+01,1.279589365134414791e-02
2.307469138913891271e+01,1.278823235754668677e-02
2.308469337933793142e+01,1.278057872435140602e-02
2.309469536953695368e+01,1.277293274098806851e-02
2.310469735973597238e+01,1.276529439670599092e-02
2.311469934993499109e+01,1.275766368077396566e-02
2.312470134013401335e+01,1.275004058248024180e-02
2.313470333033303206e+01,1.274242509113248864e-02
2.314470532053205076e+01,1.273481719605772458e-02
2.315470731073107302e+01,1.272721688660229285e-02
2.316470930093009173e+01,1.271962415213182679e-02
2.317471129112911044e+01,1.271203898203118049e-02
2.318471328132813269e+01,1.270446136570440969e-02
2.319471527152715140e+01,1.269689129257472321e-02
2.320471726172617366e+01,1.268932875208443438e-02
2.321471925192519237e+01,1.268177373369491941e-02
2.322472124212421107e+01,1.267422622688658788e-02
2.323472323232323333e+01,1.266668622115882381e-02
2.324472522252225204e+01,1.265915370602995610e-02
2.325472721272127075e+01,1.265162867103721347e-02
2.326472920292029301e+01,1.264411110573665682e-02
2.327473119311931171e+01,1.263660099970320867e-02
2.328473318331833042e+01,1.262909834253052310e-02
2.329473517351735268e+01,1.262160312383099788e-02
2.330473716371637138e+01,1.261411533323573281e-02
2.331473915391539009e+01,1.260663496039446559e-02
2.332474114411441235e+01,1.259916199497554054e-02
2.333474313431343106e+01,1.259169642666588089e-02
2.334474512451244976e+01,1.258423824517091935e-02
2.335474711471147202e+01,1.257678744021458600e-02
2.336474910491049073e+01,1.256934400153925623e-02
2.337475109510950944e+01,1.256190791890570216e-02
2.338475308530853169e+01,1.255447918209306145e-02
2.339475507550755040e+01,1.254705778089879910e-02
2.340475706570656911e+01,1.253964370513866583e-02
2.341475905590559137e+01,1.253223694464663737e-02
2.342476104610461007e+01,1.252483748927492313e-02
2.343476303630362878e+01,1.251744532889386037e-02
2.344476502650265104e+01,1.251006045339193851e-02
2.345476701670166975e+01,1.250268285267570889e-02
2.346476900690068845e+01,1.249531251666978482e-02
2.347477099709971071e+01,1.248794943531676867e-02
2.348477298729872942e+01,1.248059359857724149e-02
2.349477497749774813e+01,1.247324499642969188e-02
2.350477696769677038e+01,1.246590361887050906e-02
2.351477895789578909e+01,1.245856945591393081e-02
2.352478094809480780e+01,1.245124249759198796e-02
2.353478293829383006e+01,1.244392273395449056e-02
2.354478492849284876e+01,1.243661015506898442e-02
2.355478691869186747e+01,1.242930475102069741e-02
2.356478890889088973e+01,1.242200651191250824e-02
2.357479089908990844e+01,1.241471542786492382e-02
2.358479288928892714e+01,1.240743148901601173e-02
2.359479487948794940e+01,1.240015468552138449e-02
2.360479686968696811e+01,1.239288500755415801e-02
2.361479885988598681e+01,1.238562244530490124e-02
2.362480085008500907e+01,1.237836698898161017e-02
2.363480284028402778e+01,1.237111862880966792e-02
2.364480483048304649e+01,1.236387735503180138e-02
2.365480682068206875e+01,1.235664315790804650e-02
2.366480881088108745e+01,1.234941602771572403e-02
2.367481080108010616e+01,1.234219595474936836e-02
2.368481279127912842e+01,1.233498292932072235e-02
2.369481478147814713e+01,1.232777694175869743e-02
2.370481677167716583e+01,1.232057798240931284e-02
2.371481876187618809e+01,1.231338604163568010e-02
2.372482075207520680e+01,1.230620110981796127e-02
2.373482274227422550e+01,1.229902317735332047e-02
2.374482473247324776e+01,1.229185223465590129e-02
2.375482672267226647e+01,1.228468827215679904e-02
2.376482871287128518e+01,1.227753128030398613e-02
2.377483070307030744e+01,1.227038124956231040e-02
2.378483269326932614e+01,1.226323817041345340e-02
2.379483468346834485e+01,1.225610203335588191e-02
2.380483667366736711e+01,1.224897282890482011e-02
2.381483866386638582e+01,1.224185054759220452e-02
2.382484065406540452e+01,1.223473517996666836e-02
2.383484264426442678e+01,1.222762671659347912e-02
2.384484463446344549e+01,1.222052514805451774e-02
2.385484662466246419e+01,1.221343046494825085e-02
2.386484861486148645e+01,1.220634265788967006e-02
2.387485060506050516e+01,1.219926171751028326e-02
2.388485259525952387e+01,1.219218763445805050e-02
2.389485458545854613e+01,1.218512039939738043e-02
2.390485657565756483e+01,1.217806000300907313e-02
2.391485856585658354e+01,1.217100643599029232e-02
2.392486055605560580e+01,1.216395968905452374e-02
2.393486254625462450e+01,1.215691975293154738e-02
2.394486453645364321e+01,1.214988661836740799e-02
2.395486652665266547e+01,1.214286027612435440e-02
2.396486851685168418e+01,1.213584071698083945e-02
2.397487050705070288e+01,1.212882793173145762e-02
2.398487249724972514e+01,1.212182191118692590e-02
2.399487448744874385e+01,1.211482264617404735e-02
2.400487647764776256e+01,1.210783012753566257e-02
2.401487846784678482e+01,1.210084434613063233e-02
2.402488045804580352e+01,1.209386529283380286e-02
2.403488244824482223e+01,1.208689295853596080e-02
2.404488443844384449e+01,1.207992733414379322e-02
2.405488642864286319e+01,1.207296841057988596e-02
2.406488841884188190e+01,1.206601617878265247e-02
2.407489040904090416e+01,1.205907062970631820e-02
2.408489239923992287e+01,1.205213175432088765e-02
2.409489438943894157e+01,1.204519954361210621e-02
2.410489637963796383e+01,1.203827398858142543e-02
2.411489836983698254e+01,1.203135508024597358e-02
2.412490036003600125e+01,1.202444280963852093e-02
2.413490235023502350e+01,1.201753716780743809e-02
2.414490434043404221e+01,1.201063814581668568e-02
2.415490633063306092e+01,1.200374573474575005e-02
2.416490832083208318e+01,1.199685992568962425e-02
2.417491031103110188e+01,1.198998070975880112e-02
2.418491230123012059e+01,1.198310807807918821e-02
2.419491429142914285e+01,1.197624202179210957e-02
2.420491628162816156e+01,1.196938253205427800e-02
2.421491827182718026e+01,1.196252960003773777e-02
2.422492026202620252e+01,1.195568321692984208e-02
2.423492225222522123e+01,1.194884337393323746e-02
2.424492424242423994e+01,1.194201006226580132e-02
2.425492623262326219e+01,1.193518327316063846e-02
2.426492822282228090e+01,1.192836299786601863e-02
2.427493021302130316e+01,1.192154922764537307e-02
2.428493220322032187e+01,1.191474195377725115e-02
2.429493419341934057e+01,1.190794116755527869e-02
2.430493618361836283e+01,1.190114686028814414e-02
2.431493817381738154e+01,1.189435902329954824e-02
2.432494016401640025e+01,1.188757764792819013e-02
2.433494215421542251e+01,1.188080272552771710e-02
2.434494414441444121e+01,1.187403424746670891e-02
2.435494613461345992e+01,1.186727220512863966e-02
2.436494812481248218e+01,1.186051658991184310e-02
2.437495011501150088e+01,1.185376739322948660e-02
2.438495210521051959e+01,1.184702460650953817e-02
2.439495409540954185e+01,1.184028822119473009e-02
2.440495608560856056e+01,1.183355822874254497e-02
2.441495807580757926e+01,1.182683462062515331e-02
2.442496006600660152e+01,1.182011738832941528e-02
2.443496205620562023e+01,1.181340652335683555e-02
2.444496404640463894e+01,1.180670201722352521e-02
2.445496603660366119e+01,1.180000386146018085e-02
2.446496802680267990e+01,1.179331204761205516e-02
2.447497001700169861e+01,1.178662656723891526e-02
2.448497200720072087e+01,1.177994741191502534e-02
2.449497399739973957e+01,1.177327457322911372e-02
2.450497598759875828e+01,1.176660804278432948e-02
2.451497797779778054e+01,1.175994781219822337e-02
2.452497996799679925e+01,1.175329387310272526e-02
2.453498195819581795e+01,1.174664621714408864e-02
2.454498394839484021e+01,1.174000483598288368e-02
2.455498593859385892e+01,1.173336972129397464e-02
2.456498792879287763e+01,1.172674086476645401e-02
2.457498991899189988e+01,1.172011825810363207e-02
2.458499190919091859e+01,1.171350189302302822e-02
2.459499389938993730e+01,1.170689176125630851e-02
2.460499588958895956e+01,1.170028785454927008e-02
2.461499787978797826e+01,1.169369016466181681e-02
2.462499986998699697e+01,1.168709868336791080e-02
2.463500186018601923e+01,1.168051340245557061e-02
2.464500385038503794e+01,1.167393431372682443e-02
2.465500584058405664e+01,1.166736140899766669e-02
2.466500783078307890e+01,1.166079468009806504e-02
2.467500982098209761e+01,1.165423411887190827e-02
2.468501181118111631e+01,1.164767971717696991e-02
2.469501380138013857e+01,1.164113146688489954e-02
2.470501579157915728e+01,1.163458935988118809e-02
2.471501778177817599e+01,1.162805338806512101e-02
2.472501977197719825e+01,1.162152354334977655e-02
2.473502176217621695e+01,1.161499981766197544e-02
2.474502375237523566e+01,1.160848220294226525e-02
2.475502574257425792e+01,1.160197069114488576e-02
2.476502773277327663e+01,1.159546527423774634e-02
2.477502972297229533e+01,1.158896594420239304e-02
2.478503171317131759e+01,1.158247269303396346e-02
2.479503370337033630e+01,1.157598551274120584e-02
2.480503569356935500e+01,1.156950439534639406e-02
2.481503768376837726e+01,1.156302933288533806e-02
2.482503967396739597e+01,1.155656031740734044e-02
2.483504166416641468e+01,1.155009734097517393e-02
2.484504365436543694e+01,1.154364039566504845e-02
2.485504564456445564e+01,1.153718947356658850e-02
2.486504763476347435e+01,1.153074456678279854e-02
2.487504962496249661e+01,1.152430566743004210e-02
2.488505161516151531e+01,1.151787276763801063e-02
2.489505360536053402e+01,1.151144585954970087e-02
2.490505559555955628e+01,1.150502493532137675e-02
2.491505758575857499e+01,1.149860998712254681e-02
2.492505957595759369e+01,1.149220100713594685e-02
2.493506156615661595e+01,1.148579798755749656e-02
2.494506355635563466e+01,1.147940092059628048e-02
2.495506554655465337e+01,1.147300979847452711e-02
2.496506753675367563e+01,1.146662461342755866e-02
2.497506952695269433e+01,1.146024535770380666e-02
2.498507151715171304e+01,1.145387202356472692e-02
2.499507350735073530e+01,1.144750460328482038e-02
2.500507549754975400e+01,1.144114308915159146e-02
2.501507748774877271e+01,1.143478747346551687e-02
2.502507947794779497e+01,1.142843774854001605e-02
2.503508146814681368e+01,1.142209390670144084e-02
2.504508345834583238e+01,1.141575594028902338e-02
2.505508544854485464e+01,1.140942384165487267e-02
2.506508743874387335e+01,1.140309760316394680e-02
2.507508942894289206e+01,1.139677721719400440e-02
2.508509141914191432e+01,1.139046267613559940e-02
2.509509340934093302e+01,1.138415397239204985e-02
2.510509539953995173e+01,1.137785109837941185e-02
2.511509738973897399e+01,1.137155404652644315e-02
2.512509937993799269e+01,1.136526280927460317e-02
2.513510137013701140e+01,1.135897737907798875e-02
2.514510336033603366e+01,1.135269774840333944e-02
2.515510535053505237e+01,1.134642390973000271e-02
2.516510734073407107e+01,1.134015585554990282e-02
2.517510933093309333e+01,1.133389357836751647e-02
2.518511132113211204e+01,1.132763707069985547e-02
2.519511331133113075e+01,1.132138632507643204e-02
2.520511530153015300e+01,1.131514133403923109e-02
2.521511729172917171e+01,1.130890209014270495e-02
2.522511928192819042e+01,1.130266858595370752e-02
2.523512127212721268e+01,1.129644081405152024e-02
2.524512326232623138e+01,1.129021876702778274e-02
2.525512525252525009e+01,1.128400243748649279e-02
2.526512724272427235e+01,1.127779181804396819e-02
2.527512923292329106e+01,1.127158690132883286e-02
2.528513122312230976e+01,1.126538767998198388e-02
2.529513321332133202e+01,1.125919414665656725e-02
2.530513520352035073e+01,1.125300629401795524e-02
2.531513719371936944e+01,1.124682411474371875e-02
2.532513918391839169e+01,1.124064760152360121e-02
2.533514117411741040e+01,1.123447674705950819e-02
2.534514316431643266e+01,1.122831154406545365e-02
2.535514515451545137e+01,1.122215198526756511e-02
2.536514714471447007e+01,1.121599806340404376e-02
2.537514913491349233e+01,1.120984977122513673e-02
2.538515112511251104e+01,1.120370710149312839e-02
2.539515311531152975e+01,1.119757004698230564e-02
2.540515510551055200e+01,1.119143860047891979e-02
2.541515709570957071e+01,1.118531275478118654e-02
2.542515908590858942e+01,1.117919250269925474e-02
2.543516107610761168e+01,1.117307783705516824e-02
2.544516306630663038e+01,1.116696875068286764e-02
2.545516505650564909e+01,1.116086523642813473e-02
2.546516704670467135e+01,1.115476728714859256e-02
2.547516903690369006e+01,1.114867489571367415e-02
2.548517102710270876e+01,1.114258805500459651e-02
2.549517301730173102e+01,1.113650675791433460e-02
2.550517500750074973e+01,1.113043099734761267e-02
2.551517699769976844e+01,1.112436076622085046e-02
2.552517898789879069e+01,1.111829605746217711e-02
2.553518097809780940e+01,1.111223686401137736e-02
2.554518296829682811e+01,1.110618317881987768e-02
2.555518495849585037e+01,1.110013499485072892e-02
2.556518694869486907e+01,1.109409230507857683e-02
2.557518893889388778e+01,1.108805510248964468e-02
2.558519092909291004e+01,1.108202338008169169e-02
2.559519291929192875e+01,1.107599713086401642e-02
2.560519490949094745e+01,1.106997634785741522e-02
2.561519689968996971e+01,1.106396102409415959e-02
2.562519888988898842e+01,1.105795115261798585e-02
2.563520088008800712e+01,1.105194672648405867e-02
2.564520287028702938e+01,1.104594773875894852e-02
2.565520486048604809e+01,1.103995418252062648e-02
2.566520685068506680e+01,1.103396605085841739e-02
2.567520884088408906e+01,1.102798333687298599e-02
2.568521083108310776e+01,1.102200603367632648e-02
2.569521282128212647e+01,1.101603413439171571e-02
2.570521481148114873e+01,1.101006763215370970e-02
2.571521680168016744e+01,1.100410652010812458e-02
2.572521879187918614e+01,1.099815079141198970e-02
2.573522078207820840e+01,1.099220043923354075e-02
2.574522277227722711e+01,1.098625545675221277e-02
2.575522476247624581e+01,1.098031583715858468e-02
2.576522675267526807e+01,1.097438157365437580e-02
2.577522874287428678e+01,1.096845265945243370e-02
2.578523073307330549e+01,1.096252908777668039e-02
2.579523272327232775e+01,1.095661085186212455e-02
2.580523471347134645e+01,1.095069794495481807e-02
2.581523670367036516e+01,1.094479036031184224e-02
2.582523869386938742e+01,1.093888809120127995e-02
2.583524068406840613e+01,1.093299113090220008e-02
2.584524267426742483e+01,1.092709947270462806e-02
2.585524466446644709e+01,1.092121310990953713e-02
2.586524665466546580e+01,1.091533203582880848e-02
2.587524864486448450e+01,1.090945624378522605e-02
2.588525063506350676e+01,1.090358572711244180e-02
2.589525262526252547e+01,1.089772047915496707e-02
2.590525461546154418e+01,1.089186049326813267e-02
2.591525660566056644e+01,1.088600576281808542e-02
2.592525859585958514e+01,1.088015628118176557e-02
2.593526058605860385e+01,1.087431204174686521e-02
2.594526257625762611e+01,1.086847303791182821e-02
2.595526456645664481e+01,1.086263926308582255e-02
2.596526655665566352e+01,1.085681071068871940e-02
2.597526854685468578e+01,1.085098737415105853e-02
2.598527053705370449e+01,1.084516924691405516e-02
2.599527252725272319e+01,1.083935632242954972e-02
2.600527451745174545e+01,1.083354859416000605e-02
2.601527650765076416e+01,1.082774605557847852e-02
2.602527849784978287e+01,1.082194870016860676e-02
2.603528048804880513e+01,1.081615652142456363e-02
2.604528247824782383e+01,1.081036951285108301e-02
2.605528446844684254e+01,1.080458766796338690e-02
2.606528645864586480e+01,1.079881098028719066e-02
2.607528844884488350e+01,1.079303944335869431e-02
2.608529043904390221e+01,1.078727305072454089e-02
2.609529242924292447e+01,1.078151179594178527e-02
2.610529441944194318e+01,1.077575567257792362e-02
2.611529640964096188e+01,1.077000467421080146e-02
2.612529839983998414e+01,1.076425879442866572e-02
2.613530039003900285e+01,1.075851802683008666e-02
2.614530238023802156e+01,1.075278236502397004e-02
2.615530437043704381e+01,1.074705180262952586e-02
2.616530636063606252e+01,1.074132633327624584e-02
2.617530835083508123e+01,1.073560595060389124e-02
2.618531034103410349e+01,1.072989064826246515e-02
2.619531233123312219e+01,1.072418041991219859e-02
2.620531432143214090e+01,1.071847525922352273e-02
2.621531631163116316e+01,1.071277515987705160e-02
2.622531830183018187e+01,1.070708011556356469e-02
2.623532029202920057e+01,1.070139011998399482e-02
2.624532228222822283e+01,1.069570516684937786e-02
2.625532427242724154e+01,1.069002524988087177e-02
2.626532626262626025e+01,1.068435036280972021e-02
2.627532825282528250e+01,1.067868049937721088e-02
2.628533024302430121e+01,1.067301565333469808e-02
2.629533223322331992e+01,1.066735581844354894e-02
2.630533422342234218e+01,1.066170098847513646e-02
2.631533621362136088e+01,1.065605115721082567e-02
2.632533820382037959e+01,1.065040631844193716e-02
2.633534019401940185e+01,1.064476646596974364e-02
2.634534218421842056e+01,1.063913159360544737e-02
2.635534417441743926e+01,1.063350169517015588e-02
2.636534616461646152e+01,1.062787676449485595e-02
2.637534815481548023e+01,1.062225679542041709e-02
2.638535014501449893e+01,1.061664178179754468e-02
2.639535213521352119e+01,1.061103171748677999e-02
2.640535412541253990e+01,1.060542659635847762e-02
2.641535611561156216e+01,1.059982641229277600e-02
2.642535810581058087e+01,1.059423115917959568e-02
2.643536009600959957e+01,1.058864083091860114e-02
2.644536208620862183e+01,1.058305542141919214e-02
2.645536407640764054e+01,1.057747492460048636e-02
2.646536606660665925e+01,1.057189933439129335e-02
2.647536805680568150e+01,1.056632864473010767e-02
2.648537004700470021e+01,1.056076284956507065e-02
2.649537203720371892e+01,1.055520194285397562e-02
2.650537402740274118e+01,1.054964591856422454e-02
2.651537601760175988e+01,1.054409477067282455e-02
2.652537800780077859e+01,1.053854849316637060e-02
2.653537999799980085e+01,1.053300708004101596e-02
2.654538198819881956e+01,1.052747052530246183e-02
2.655538397839783826e+01,1.052193882296593649e-02
2.656538596859686052e+01,1.051641196705617454e-02
2.657538795879587923e+01,1.051088995160740121e-02
2.658538994899489794e+01,1.050537277066331855e-02
2.659539193919392019e+01,1.049986041827707592e-02
2.660539392939293890e+01,1.049435288851125435e-02
2.661539591959195761e+01,1.048885017543785790e-02
2.662539790979097987e+01,1.048335227313828763e-02
2.663539989998999857e+01,1.047785917570332251e-02
2.664540189018901728e+01,1.047237087723310034e-02
2.665540388038803954e+01,1.046688737183711082e-02
2.666540587058705825e+01,1.046140865363415565e-02
2.667540786078607695e+01,1.045593471675235718e-02
2.668540985098509921e+01,1.045046555532911509e-02
2.669541184118411792e+01,1.044500116351110980e-02
2.670541383138313662e+01,1.043954153545427477e-02
2.671541582158215888e+01,1.043408666532376350e-02
2.672541781178117759e+01,1.042863654729396863e-02
2.673541980198019630e+01,1.042319117554846991e-02
2.674542179217921856e+01,1.041775054428002202e-02
2.675542378237823726e+01,1.041231464769056328e-02
2.676542577257725597e+01,1.040688347999116185e-02
2.677542776277627823e+01,1.040145703540202096e-02
2.678542975297529694e+01,1.039603530815244765e-02
2.679543174317431564e+01,1.039061829248085628e-02
2.680543373337333790e+01,1.038520598263472164e-02
2.681543572357235661e+01,1.037979837287058768e-02
2.682543771377137531e+01,1.037439545745403452e-02
2.683543970397039757e+01,1.036899723065966110e-02
2.684544169416941628e+01,1.036360368677108519e-02
2.685544368436843499e+01,1.035821482008089829e-02
2.686544567456745725e+01,1.035283062489067603e-02
2.687544766476647595e+01,1.034745109551093306e-02
2.688544965496549466e+01,1.034207622626113869e-02
2.689545164516451692e+01,1.033670601146965962e-02
2.690545363536353562e+01,1.033134044547379463e-02
2.691545562556255433e+01,1.032597952261970174e-02
2.692545761576157659e+01,1.032062323726241383e-02
2.693545960596059530e+01,1.031527158376581953e-02
2.694546159615961400e+01,1.030992455650264414e-02
2.695546358635863626e+01,1.030458214985441497e-02
2.696546557655765497e+01,1.029924435821148211e-02
2.697546756675667368e+01,1.029391117597295603e-02
2.698546955695569594e+01,1.028858259754672662e-02
2.699547154715471464e+01,1.028325861734943544e-02
2.700547353735373335e+01,1.027793922980645147e-02
2.701547552755275561e+01,1.027262442935185371e-02
2.702547751775177431e+01,1.026731421042843644e-02
2.703547950795079302e+01,1.026200856748766058e-02
2.704548149814981528e+01,1.025670749498966763e-02
2.705548348834883399e+01,1.025141098740323629e-02
2.706548547854785269e+01,1.024611903920578937e-02
2.707548746874687495e+01,1.024083164488335217e-02
2.708548945894589366e+01,1.023554879893056636e-02
2.709549144914491237e+01,1.023027049585064317e-02
2.710549343934393463e+01,1.022499673015537028e-02
2.711549542954295333e+01,1.021972749636507888e-02
2.712549741974197204e+01,1.021446278900864542e-02
2.713549940994099430e+01,1.020920260262345169e-02
2.714550140014001300e+01,1.020394693175539005e-02
2.715550339033903171e+01,1.019869577095883911e-02
2.716550538053805397e+01,1.019344911479663947e-02
2.717550737073707268e+01,1.018820695784009370e-02
2.718550936093609138e+01,1.018296929466893340e-02
2.719551135113511364e+01,1.017773611987132266e-02
2.720551334133413235e+01,1.017250742804381818e-02
2.721551533153315106e+01,1.016728321379137615e-02
2.722551732173217331e+01,1.016206347172731415e-02
2.723551931193119202e+01,1.015684819647332329e-02
2.724552130213021073e+01,1.015163738265942653e-02
2.725552329232923299e+01,1.014643102492397003e-02
2.726552528252825169e+01,1.014122911791361624e-02
2.727552727272727040e+01,1.013603165628332130e-02
2.728552926292629266e+01,1.013083863469630905e-02
2.729553125312531137e+01,1.012565004782408143e-02
2.730553324332433007e+01,1.012046589034637858e-02
2.731553523352335233e+01,1.011528615695116498e-02
2.732553722372237104e+01,1.011011084233464502e-02
2.733553921392138975e+01,1.010493994120119365e-02
2.734554120412041200e+01,1.009977344826339107e-02
2.735554319431943071e+01,1.009461135824197414e-02
2.736554518451844942e+01,1.008945366586584333e-02
2.737554717471747168e+01,1.008430036587202976e-02
2.738554916491649038e+01,1.007915145300568999e-02
2.739555115511550909e+01,1.007400692202009562e-02
2.740555314531453135e+01,1.006886676767659167e-02
2.741555513551355006e+01,1.006373098474462081e-02
2.742555712571256876e+01,1.005859956800167140e-02
2.743555911591159102e+01,1.005347251223328263e-02
2.744556110611060973e+01,1.004834981223303413e-02
2.745556309630962843e+01,1.004323146280251128e-02
2.746556508650865069e+01,1.003811745875130175e-02
2.747556707670766940e+01,1.003300779489698334e-02
2.748556906690668811e+01,1.002790246606509797e-02
2.749557105710571037e+01,1.002280146708914473e-02
2.750557304730472907e+01,1.001770479281057294e-02
2.751557503750375133e+01,1.001261243807874401e-02
2.752557702770277004e+01,1.000752439775093837e-02
2.753557901790178875e+01,1.000244066669233461e-02
2.754558100810081100e+01,9.997361239775983538e-03
2.755558299829982971e+01,9.992286111882809838e-03
2.756558498849884842e+01,9.987215277901584365e-03
2.757558697869787068e+01,9.982148732728915452e-03
2.758558896889688938e+01,9.977086471269243709e-03
2.759559095909590809e+01,9.972028488434802121e-03
2.760559294929493035e+01,9.966974779145621258e-03
2.761559493949394906e+01,9.961925338329515392e-03
2.762559692969296776e+01,9.956880160922059950e-03
2.763559891989199002e+01,9.951839241866572427e-03
2.764560091009100873e+01,9.946802576114112393e-03
